merchant_id,order_id,product_category,product_price,weight_kg,return_reason,days_since_purchase,distance_km,customer_return_count_90d,order_value_ratio,fraud_score,inspection_status,previous_refurb_count,disposition
m_10,e202dd23-8412-4a1e-bfae-451e7658a647,clothing,42.98,0.127,not_as_described,20,50.23,0,1.49,0.042,not_inspected,0,resell
m_11,773e3ed1-783b-494e-bc03-bac19ff21f15,electronics,249.55,1.331,late_delivery,9,40.64,0,0.79,0.168,not_inspected,1,resell
m_20,36fdf1b6-dfc1-4ff4-b5ae-088bed9d2c00,clothing,33.51,1.247,late_delivery,13,102.85,0,1.97,0.14,not_inspected,0,resell
m_1,57ffaf0c-8bf9-4751-a17a-5155f0811465,accessory,72.51,0.01,late_delivery,1,53.21,1,0.86,0.086,not_inspected,0,recycle
m_18,064378fb-2d79-45be-9e09-a6c2482c55d7,home,45.64,1.663,defective,8,65.07,0,0.99,0.078,not_inspected,0,recycle
m_4,27f65a2a-31f5-41b6-a89c-ff38e1dfa533,home,87.4,0.799,changed_mind,8,101.44,1,1.15,0.161,ok,0,resell
m_4,25c2dfb9-e9cd-4716-9885-8311caa79ad3,clothing,86.07,1.054,size_issue,0,60.6,0,1.66,0.021,damaged,0,recycle
m_1,39da1f71-c6f4-4576-a457-f4c03c67f258,electronics,632.07,0.973,not_as_described,1,4.87,1,0.62,0.147,not_inspected,0,resell
m_15,25b038a5-6fd5-425d-9de1-aa2c44a2962b,home,33.85,0.714,not_as_described,9,74.73,0,0.68,0.094,not_inspected,0,resell
m_17,31a7df2d-e9c0-463b-b01a-77f644f58cd6,clothing,39.84,0.905,not_as_described,6,130.02,0,1.34,0.056,ok,0,resell
m_1,07694225-7882-45c5-88e4-61a64e8936dd,accessory,29.98,1.263,not_as_described,3,61.49,0,1.25,0.028,damaged,0,recycle
m_12,90f9ac29-379d-4de0-aeae-188fcc040061,book,66.64,1.099,size_issue,10,39.71,0,1.79,0.129,not_inspected,0,resell
m_20,00379c97-da5f-4251-bf3a-749cb0bc098e,book,58.31,1.097,late_delivery,0,77.79,0,1.44,0.09,missing_parts,0,resell
m_5,a5ae5acc-747d-458e-a124-aaa8f9f48083,book,125.6,0.326,late_delivery,0,0.89,0,1.96,0.218,not_inspected,0,resell
m_1,f2a669a7-ae30-4f4c-9ef8-0f8899772329,accessory,31.51,1.117,defective,18,31.82,0,1.28,0.005,damaged,0,recycle
m_11,8084ab06-cc96-41bb-be3f-fc22bd567473,home,31.99,0.805,defective,21,44.11,1,1.83,0.01,ok,0,recycle
m_11,b7a77ac3-7545-421f-8520-62652659db98,clothing,118.24,0.627,size_issue,2,6.2,0,1.85,0.005,not_inspected,0,donate
m_4,092253a1-d278-4478-a656-546dcfb590e3,clothing,48.38,0.751,late_delivery,10,12.23,0,1.4,0.113,ok,0,resell
m_14,e391a1cb-e8b3-4bec-9b71-95833a1cfbea,home,79.31,0.343,size_issue,7,42.3,0,1.14,0.033,not_inspected,0,resell
m_5,941e5eff-b46a-4dd1-a16d-58ed8951c0e8,book,176.89,0.54,size_issue,5,78.99,1,0.79,0.191,ok,0,resell
m_17,9c9697b2-0afc-4871-ba4f-3da95c7008b9,accessory,101.42,0.674,defective,6,79.16,0,0.82,0.186,not_inspected,0,recycle
m_13,d122ef68-ca36-4d7e-9765-cc8f376c409f,accessory,120.72,0.948,late_delivery,2,96.5,0,0.8,0.087,not_inspected,0,resell
m_18,5822df62-d39f-4b8f-8e3c-e935562b1340,clothing,82.78,1.216,size_issue,2,59.51,0,0.98,0.199,not_inspected,0,resell
m_19,7cecbe0e-bd26-4a35-9f5c-a53970825120,electronics,360.65,1.236,not_as_described,2,15.04,0,0.75,0.31,not_inspected,0,refurbish
m_20,13da0fbc-4586-4151-9634-a74cd8c77b29,electronics,1091.33,0.773,not_as_described,3,8.75,1,1.79,0.008,not_inspected,0,refurbish
m_8,c502ef75-9677-4bbe-a6bb-d2edca2741db,book,27.1,1.589,size_issue,5,13.67,2,1.3,0.144,damaged,0,recycle
m_11,901fae22-03da-4b51-b812-8ed417433804,book,14.35,1.282,late_delivery,0,65.03,1,1.69,0.117,not_inspected,0,resell
m_12,0c46769d-b77f-404a-b31d-62fd53d440e1,home,65.66,0.61,late_delivery,6,10.48,0,0.97,0.013,not_inspected,0,resell
m_10,a95eb073-3884-4400-96c1-d9ce96bf6b97,book,128.37,0.688,size_issue,10,83.27,0,0.84,0.001,not_inspected,0,resell
m_6,5555fdec-0813-4435-92e7-9c872d85f7ea,electronics,134.18,0.724,late_delivery,11,117.18,0,1.14,0.001,ok,0,recycle
m_20,7a008c4f-7008-4304-b78d-198044fb4fd2,accessory,87.66,0.482,defective,8,31.02,1,1.87,0.165,ok,0,recycle
m_10,b40a1795-4697-4317-9cfa-d0987f9235dd,book,43.07,0.395,late_delivery,4,23.12,0,1.35,0.024,ok,0,resell
m_18,d8562f10-04c3-49d1-ab38-853f86ca529b,home,55.97,0.475,not_as_described,8,1.89,1,0.86,0.06,not_inspected,0,resell
m_2,8afa9b5b-0a3b-46e3-8546-545e0044a960,book,108.71,0.322,defective,4,54.24,0,1.24,0.133,not_inspected,0,recycle
m_8,7c3d08d2-ef65-4cd1-85a9-26fd79e4fda6,book,104.84,0.402,size_issue,0,60.61,1,1.37,0.068,not_inspected,0,resell
m_12,4f4042d6-6cc7-4b01-adb1-d22feddef247,clothing,25.91,1.222,changed_mind,7,68.22,0,0.68,0.359,ok,0,returnless
m_11,81168e51-3e5a-4685-a237-6f5e1b88e4b8,book,54.75,0.533,defective,9,65.86,1,1.32,0.049,not_inspected,0,recycle
m_8,fe86aaa5-d6f7-481a-8df5-037f1140f58f,clothing,30.76,1.079,changed_mind,4,23.95,0,0.96,0.003,not_inspected,0,returnless
m_19,c1285a95-4f72-4117-a949-c5d8d7b73353,book,252.47,0.491,late_delivery,0,78.52,0,0.76,0.044,not_inspected,0,resell
m_8,d237c80a-79fa-4b3f-a662-47ebf4f5e7e8,accessory,28.9,0.98,defective,0,45.98,0,1.95,0.271,not_inspected,0,recycle
m_16,a29f49b8-2fc9-4f5f-8abc-8be4d4ffff94,electronics,401.61,1.051,late_delivery,5,50.33,0,1.19,0.011,not_inspected,0,resell
m_20,8fd8fd16-b214-4bd8-8077-834fd5f2bd04,book,41.54,0.42,late_delivery,1,2.58,0,0.75,0.124,ok,0,resell
m_15,1d0c5363-e1b5-41af-b87e-5d8654a64009,book,43.6,0.95,size_issue,2,121.86,0,1.69,0.005,not_inspected,0,resell
m_1,f68e1abf-61fe-45b8-b611-ae7d6b06b375,book,42.34,0.911,not_as_described,1,18.31,1,1.53,0.042,not_inspected,0,resell
m_8,26493b44-3f0c-4a51-bb9f-39f7a5f9d6ae,accessory,31.29,0.01,size_issue,5,34.19,0,1.46,0.073,ok,0,recycle
m_10,8d962fde-3025-4fac-9d2d-d38504e4b0e9,clothing,48.92,0.01,size_issue,6,37.46,1,0.62,0.233,not_inspected,0,resell
m_9,7d89387f-ca35-4fab-ac7b-75ef262e9c53,accessory,35.56,0.469,defective,1,68.77,0,0.94,0.043,ok,0,recycle
m_10,af75e6ac-a608-4900-b099-c1a5b7115fc7,electronics,536.71,1.579,changed_mind,6,2.44,1,1.36,0.271,ok,0,refurbish
m_13,d051d7fa-fb56-4f4b-822a-0a2c084b27d9,electronics,399.68,0.705,size_issue,6,70.45,0,1.19,0.018,not_inspected,0,refurbish
m_11,50093a35-f734-46ea-8dde-e5257a5ca0c4,accessory,84.87,0.216,defective,10,90.43,0,0.93,0.1,not_inspected,0,recycle
m_19,d2c8f2e0-69d4-428f-a93f-ca66137298f7,home,62.47,0.608,changed_mind,3,46.17,0,0.94,0.373,not_inspected,0,resell
m_16,e708dc66-274f-4b0b-971c-06edc4ee2d5c,electronics,557.75,0.67,changed_mind,0,65.32,1,1.9,0.106,not_inspected,0,resell
m_9,dc66d3ae-aab5-40a3-b359-fa7077b8ccb3,accessory,22.51,0.828,changed_mind,20,45.19,2,1.27,0.004,not_inspected,0,returnless
m_8,8be78140-ac65-40b2-856d-2f11d2ecdc54,clothing,259.62,0.238,size_issue,0,45.33,0,1.49,0.156,not_inspected,0,resell
m_20,c9680f5e-b513-48ad-ac51-29f2e0350be7,clothing,48.33,1.149,not_as_described,0,90.17,0,1.0,0.035,ok,0,recycle
m_6,de817f4c-3842-4db6-a520-16df5b6f2ba3,home,47.16,0.531,late_delivery,1,78.09,1,0.76,0.009,not_inspected,0,resell
m_18,2c72b61f-49f3-44d0-9818-bce0cc0c2b2b,clothing,47.62,0.644,defective,27,29.02,1,1.58,0.212,not_inspected,0,recycle
m_2,42d73ace-25b2-4506-829e-be18d695d551,clothing,38.57,0.283,late_delivery,1,117.42,0,1.22,0.003,not_inspected,0,resell
m_5,2b3dcf4d-f957-460c-8d8a-2a768d7049a3,home,59.78,0.629,defective,21,45.8,0,0.73,0.004,damaged,0,recycle
m_20,9ff489d6-3cbc-4fb7-8199-0b0bace0569c,accessory,46.05,0.964,changed_mind,2,107.92,0,1.3,0.001,not_inspected,0,returnless
m_4,0cc1967f-9cce-4655-8df5-085129bcde29,accessory,46.68,0.01,defective,22,88.03,0,1.8,0.406,not_inspected,0,recycle
m_20,f1ef850e-40cc-47bd-8d9a-3931de837107,book,59.7,0.151,size_issue,9,56.99,0,1.53,0.047,missing_parts,0,resell
m_3,e1142783-7dbd-4636-9242-afc84f09c227,clothing,84.8,1.359,not_as_described,0,87.89,0,0.76,0.058,not_inspected,0,recycle
m_6,71c9b3b1-bb8f-4799-9099-ab45377c295f,book,16.45,0.5,changed_mind,0,44.56,2,1.75,0.075,not_inspected,0,returnless
m_19,f012d5bd-7cc7-4f49-a284-c90273708925,electronics,135.42,0.967,size_issue,10,19.07,0,1.53,0.028,ok,0,resell
m_7,247dd2d6-6efe-4a84-bca7-d74e4291c3d5,clothing,16.52,1.374,changed_mind,9,70.3,0,1.29,0.016,not_inspected,0,returnless
m_5,e8d05a32-93ac-48b8-98dd-61855900d99b,book,244.45,0.46,defective,5,34.39,0,1.28,0.251,not_inspected,0,refurbish
m_4,b66d3329-4183-4bce-b603-232990457e03,home,37.36,0.622,defective,10,1.58,0,1.41,0.14,missing_parts,0,recycle
m_2,bbe97cc2-9a06-466a-a1d6-5e29a043e051,clothing,66.16,1.294,late_delivery,7,72.85,1,0.66,0.253,not_inspected,0,resell
m_12,f3c93f57-d2e8-48fe-bcae-77523ec9b3c8,home,85.87,0.78,late_delivery,0,64.14,1,0.75,0.183,ok,0,resell
m_14,2e3651fd-c7ee-4608-98dc-17893cd48f8f,electronics,442.58,1.429,not_as_described,2,61.97,1,0.54,0.053,not_inspected,0,resell
m_19,1e3eecff-d6c9-4548-9985-a8321f978dfa,electronics,337.58,0.82,late_delivery,1,49.14,0,1.04,0.002,not_inspected,0,resell
m_20,317942ba-0787-4b00-be33-fc9585d3b5c0,clothing,55.24,0.552,not_as_described,4,40.72,0,1.51,0.204,not_inspected,0,resell
m_3,41be54d0-0d0f-4d81-9558-a663a6b422da,clothing,13.47,1.119,changed_mind,2,20.85,1,0.71,0.195,ok,0,returnless
m_1,621069b0-0ef6-4689-b7fe-3d41778a75e2,accessory,45.1,1.211,defective,4,50.74,0,1.59,0.046,not_inspected,0,recycle
m_14,e1c4afd0-ca40-4446-9175-b87afee72938,clothing,88.46,0.036,late_delivery,12,50.88,0,1.93,0.039,ok,0,recycle
m_11,fbe4cbc8-23df-4066-b7bb-e194f2ad056b,electronics,450.69,0.712,changed_mind,26,71.28,1,1.1,0.024,not_inspected,0,refurbish
m_3,05cc6c66-3f78-4377-b02e-2c889351b9fc,book,118.07,0.843,size_issue,16,85.86,0,1.81,0.124,ok,0,resell
m_20,8933a864-16bf-4f9e-b8e1-819de57757ce,accessory,73.44,0.392,size_issue,0,39.87,0,1.52,0.161,not_inspected,0,resell
m_19,c9b82419-d6cd-4a87-8780-679f9e742daf,home,71.24,0.531,defective,10,69.74,0,1.21,0.104,ok,0,recycle
m_10,ec97c528-5e67-4068-aa12-618d7992f1e5,accessory,100.34,0.894,not_as_described,21,55.6,0,1.92,0.05,not_inspected,0,resell
m_8,5fc72fdc-7cd5-4b71-9ebf-fafbda06d491,home,31.97,0.569,not_as_described,3,52.5,0,1.16,0.024,not_inspected,0,resell
m_15,98ca805a-11e5-4cdf-986e-95d3113d59d2,electronics,129.6,0.95,changed_mind,2,39.42,0,1.67,0.036,ok,1,recycle
m_10,5e7c0e5c-96e4-450a-9ff6-5907c163127f,book,306.37,0.763,late_delivery,1,55.78,0,1.34,0.007,ok,0,resell
m_10,077dc7db-e4be-4a4d-8996-f055a6a159e6,home,34.48,0.809,changed_mind,18,60.77,0,1.55,0.065,not_inspected,0,returnless
m_4,71a7a04b-0d0a-4862-a8dc-f459b66d2ada,clothing,21.31,0.675,changed_mind,15,22.8,0,1.31,0.055,not_inspected,0,returnless
m_12,4d29f4ff-2d65-4300-ad20-2441883a9a4f,accessory,52.71,0.024,size_issue,0,14.89,0,0.72,0.014,damaged,0,recycle
m_4,f73867ce-b4d8-47ab-810d-a6e0db71a824,clothing,54.41,1.084,late_delivery,4,62.28,1,1.6,0.017,ok,0,resell
m_14,608cf1a4-41d9-4ea8-b71a-0dece1561fba,electronics,365.29,1.086,changed_mind,17,66.44,1,1.01,0.039,missing_parts,0,refurbish
m_12,c93328a8-9627-41db-8e4a-d84caff22581,book,144.0,0.229,changed_mind,6,16.27,0,0.6,0.032,not_inspected,0,resell
m_14,70d97ae8-cfa7-4cf4-b583-94863be20e03,clothing,39.78,0.938,changed_mind,2,5.97,0,1.33,0.265,ok,1,returnless
m_19,210f7243-b43f-4dbc-854a-14530dc9d3f2,electronics,344.49,1.078,not_as_described,5,6.59,0,1.67,0.001,not_inspected,0,resell
m_11,a71834b1-6c02-4272-946b-7acba0df0232,clothing,94.87,0.644,late_delivery,5,76.65,1,1.98,0.027,not_inspected,0,resell
m_3,d3bc989b-5b74-47df-8a36-9f856897911d,book,113.9,0.471,late_delivery,8,58.12,0,1.72,0.044,not_inspected,0,resell
m_8,d785d4d0-e3b5-4adb-bd60-e428c75c891d,accessory,16.75,0.997,defective,0,44.95,1,0.52,0.027,not_inspected,0,recycle
m_18,cd7f4213-a3b9-4f5b-9874-5d1c540e2080,electronics,66.87,1.073,defective,5,47.52,0,1.06,0.057,not_inspected,0,recycle
m_16,96b38fd1-2c58-4e9d-8c96-57af3abd43cd,book,48.88,0.01,defective,0,90.34,0,1.65,0.038,not_inspected,0,recycle
m_5,e069f89f-7397-4b75-ac9d-3b5f35d1d959,book,60.2,1.051,not_as_described,1,22.76,0,0.67,0.001,not_inspected,0,resell
m_4,dc144a3d-4ab8-4845-8496-c7df80890ad0,clothing,56.27,0.994,not_as_described,3,136.33,0,1.38,0.212,ok,0,recycle
m_3,8a0cdc07-a866-44f3-a1ba-9db4f8257dc6,accessory,113.82,1.358,size_issue,6,59.52,0,0.59,0.024,not_inspected,0,resell
m_17,875b5f1b-1bd8-4f06-92e2-43582ed0d28d,clothing,51.78,0.27,changed_mind,0,14.88,0,0.68,0.148,ok,0,resell
m_8,06bd4e89-bc86-421c-9a3f-8c13d5bf8428,home,80.46,0.815,late_delivery,4,2.57,0,0.93,0.118,not_inspected,0,recycle
m_5,43412242-4454-4912-ab73-937f351113b9,book,31.93,0.547,defective,1,25.18,0,0.84,0.064,not_inspected,0,recycle
m_2,308a53e8-6faf-4aee-b9a8-3db6fc5a4a01,accessory,32.03,0.884,size_issue,9,81.12,0,1.68,0.076,not_inspected,0,recycle
m_11,b4272f98-b981-46c2-a694-b44103f020c8,electronics,352.28,0.528,not_as_described,1,0.56,0,1.7,0.002,not_inspected,0,refurbish
m_19,d72d755e-149b-4048-a847-3a70218bc4c7,clothing,35.68,0.01,late_delivery,8,30.49,1,1.82,0.001,ok,0,resell
m_3,d12e7295-de3d-4313-96c1-af1c90222b22,clothing,23.72,1.24,not_as_described,6,61.98,1,0.84,0.07,ok,0,donate
m_12,7a51cf21-8783-4883-bf74-b4f54e4ca9f5,clothing,21.52,0.519,not_as_described,10,38.07,0,1.76,0.07,not_inspected,0,donate
m_13,8e89de0f-38fa-4090-bfcb-9027bf56d2cc,accessory,51.17,0.754,late_delivery,3,40.56,0,1.26,0.013,damaged,0,recycle
m_16,815b4e64-fe08-43ef-af2a-7bd78acf9bdc,accessory,176.25,0.502,not_as_described,0,36.65,0,1.89,0.05,not_inspected,0,refurbish
m_18,b7473a6d-c31c-4f5d-bcb8-bb2bf8a5817b,accessory,35.51,0.865,size_issue,7,80.36,0,1.85,0.071,not_inspected,0,recycle
m_19,b23da59b-7831-4c4d-a644-cfdc489079b9,clothing,62.38,0.649,changed_mind,13,15.23,0,1.9,0.223,not_inspected,0,recycle
m_17,adfef52f-b906-409d-8d5c-9ce0ea6c28aa,electronics,57.12,0.687,size_issue,14,45.97,0,1.0,0.015,damaged,0,recycle
m_9,1a489973-aa32-4c3f-8703-a2db55b0f239,clothing,31.22,0.639,defective,2,76.95,0,1.52,0.207,not_inspected,0,recycle
m_6,2684842c-49ab-41c4-ad77-b4629aff3f94,electronics,144.78,1.14,changed_mind,12,51.97,0,1.31,0.007,ok,0,recycle
m_14,06a9f644-e9b8-4e14-bb36-d3197a6f1fb7,book,63.2,0.463,changed_mind,0,54.43,0,0.86,0.369,not_inspected,0,resell
m_12,f25bf27b-9fd8-4037-bdfc-0265f9ecb9b5,book,23.38,0.716,not_as_described,6,21.16,1,1.84,0.01,damaged,0,recycle
m_9,bdc083ec-cf94-475b-9705-6a3d68eb3265,electronics,257.03,2.106,not_as_described,6,58.66,1,0.6,0.066,not_inspected,0,refurbish
m_8,0b720a3a-d602-4e6f-833c-b38f0b021f0b,home,45.16,1.174,size_issue,29,47.95,0,1.8,0.091,not_inspected,0,recycle
m_11,3e6337f7-a722-4647-93cf-cee7237d9559,book,74.58,0.75,size_issue,14,1.44,0,1.11,0.014,ok,0,resell
m_14,5a232157-e21d-45db-84d7-2ca7515659c4,book,12.82,0.28,late_delivery,3,51.46,0,1.91,0.015,not_inspected,0,resell
m_10,2f00e6a7-58cb-421d-a47a-3e6db5243c5a,home,102.95,0.237,late_delivery,14,114.61,0,1.59,0.084,not_inspected,0,recycle
m_9,b797dc01-f389-470a-b6ed-38afc4ad7ddf,accessory,35.57,1.468,changed_mind,2,68.67,0,1.24,0.005,not_inspected,0,returnless
m_4,83e8cbb6-021f-473e-9a82-14ef10a0c840,accessory,199.24,0.588,size_issue,4,36.02,0,1.9,0.104,ok,0,refurbish
m_5,e71d910b-0fc4-45de-bfd5-50b7483a6a5c,electronics,787.85,0.558,size_issue,5,38.39,0,1.91,0.015,not_inspected,0,refurbish
m_19,e6fddf9d-69a2-4039-a7a1-bd5c725114db,home,33.94,0.625,defective,3,66.71,0,1.85,0.232,missing_parts,0,recycle
m_13,e5752a16-28b8-4a37-8957-ab0b805d2551,clothing,46.2,0.746,late_delivery,4,14.53,0,1.68,0.031,not_inspected,0,resell
m_5,ef80b94c-55a6-41a3-9a2c-4f7f5a6f0a2e,accessory,54.0,1.1,size_issue,4,11.0,0,0.85,0.027,damaged,0,recycle
m_15,c4035339-b9ec-4ac7-87a4-52d74ecb4e6e,electronics,369.3,0.896,changed_mind,7,62.26,0,1.52,0.075,ok,0,refurbish
m_8,07a64a02-ee4b-4b1f-8641-ce611498fd3f,book,79.2,1.838,changed_mind,4,34.73,0,1.59,0.16,not_inspected,0,resell
m_19,f9f7777c-cb76-4109-8393-23558e6701ae,home,39.62,0.887,defective,0,68.09,0,0.59,0.002,ok,0,recycle
m_9,3bd2fbc7-a5e9-4770-accb-5445f14623ad,clothing,38.24,0.392,size_issue,3,24.2,0,1.38,0.03,ok,0,resell
m_4,6e2de4af-f0c6-4cd4-aa0d-332d4a7ff54d,clothing,59.34,0.615,defective,2,69.29,0,0.66,0.003,not_inspected,0,recycle
m_12,857aff3a-73cc-4715-8580-177a47cdd370,home,136.36,0.824,changed_mind,2,59.57,0,1.38,0.235,damaged,0,recycle
m_7,41a7710c-a59f-4ef2-8670-02a19e11ffec,electronics,418.03,1.95,not_as_described,2,53.48,1,0.69,0.111,not_inspected,0,resell
m_1,3282a8db-e53a-4ea7-b227-3d651ae51285,home,78.95,1.096,changed_mind,1,26.78,1,0.98,0.021,not_inspected,0,resell
m_19,e805c1c9-eb2b-47e4-a9c2-c2a628cdfbb3,home,194.64,0.143,size_issue,16,8.56,0,1.53,0.082,missing_parts,0,refurbish
m_17,f6a59d6e-9744-4e78-87d2-176f0757dcf8,book,23.03,1.103,not_as_described,0,47.9,0,1.94,0.019,not_inspected,0,resell
m_7,527054b2-d266-47fa-9d39-9981a5a2b441,home,75.73,0.381,defective,1,80.33,0,1.6,0.078,not_inspected,0,recycle
m_3,1128d22b-8d68-4a25-bc6a-1c92937587fa,clothing,56.5,0.358,late_delivery,25,9.77,0,1.61,0.009,not_inspected,0,recycle
m_5,a28320e2-9978-4a4a-b95d-c4f4d28e255b,home,189.04,0.932,changed_mind,6,67.78,0,0.84,0.126,not_inspected,0,refurbish
m_5,d6387be9-00d4-4035-9429-5769ba0aef6d,clothing,21.31,0.658,not_as_described,9,79.04,1,1.68,0.357,not_inspected,0,donate
m_9,199eadbf-00c2-4a11-9075-e323caa845a8,electronics,597.47,0.027,late_delivery,6,76.35,0,1.62,0.106,ok,1,refurbish
m_13,c6c5cf06-7b09-414e-803a-3306ce475911,home,16.23,1.091,defective,7,35.07,1,0.63,0.219,ok,0,recycle
m_15,70f1e9e5-8e4f-4ea8-a957-632b7fee0ab5,book,53.31,0.229,changed_mind,1,46.58,1,0.85,0.073,ok,0,resell
m_8,1eba2edd-34be-4f13-abc7-266282c9999d,electronics,437.53,0.523,changed_mind,0,86.4,1,0.83,0.148,not_inspected,0,resell
m_1,e971e20b-a351-4fbe-806e-fe868b4ac74b,clothing,46.39,0.686,late_delivery,3,29.47,1,0.57,0.037,not_inspected,0,resell
m_5,6b8afc86-90ba-4b15-9800-afe3bd067a07,electronics,79.07,0.212,defective,2,83.74,0,0.82,0.337,missing_parts,0,recycle
m_17,2d782ce7-7f62-4330-a325-0f54111aaf67,electronics,203.58,0.621,defective,4,24.28,0,1.6,0.217,damaged,0,refurbish
m_5,dada2134-4de2-427c-bca5-78d8e968770d,home,196.1,1.264,late_delivery,21,54.99,1,1.12,0.086,damaged,0,refurbish
m_18,9fc73196-992f-47a2-a025-af68638da292,book,20.7,0.661,size_issue,7,29.92,1,1.07,0.093,ok,0,resell
m_7,88f2f2e0-3007-48f0-b3b4-8dca5d6b8838,clothing,43.7,0.503,not_as_described,4,89.3,1,2.0,0.059,missing_parts,0,resell
m_13,94d56daf-d36c-4c1f-bdfd-eea7d1c04d0c,book,109.16,1.178,changed_mind,0,48.89,0,1.97,0.097,ok,0,resell
m_18,f3900ac3-e107-4821-9d73-284ff666409c,electronics,106.59,1.315,late_delivery,11,54.14,0,0.63,0.042,not_inspected,0,recycle
m_3,f11ff672-10f6-44bc-9edc-0004a106d6e6,accessory,61.46,0.641,changed_mind,13,45.83,0,1.88,0.123,not_inspected,0,resell
m_11,bc371cf1-8af9-47e3-86cf-94a29fc90429,clothing,52.66,0.638,changed_mind,11,61.21,0,1.51,0.121,not_inspected,0,resell
m_14,f840eb1e-6a50-43a0-a55a-5364241ced8c,home,105.42,0.279,late_delivery,1,104.39,0,0.89,0.195,damaged,0,recycle
m_12,695d7e66-e0b5-4eef-a177-501f1ab4afd0,accessory,63.12,0.01,not_as_described,0,72.58,0,0.94,0.042,not_inspected,0,resell
m_2,3099fd93-492b-442a-b8fd-d3c6d8d3dc9b,book,27.13,0.587,size_issue,25,33.21,1,1.38,0.172,not_inspected,0,resell
m_20,4f3ba020-ff1d-45e7-94ff-af26ab3bc6d7,electronics,41.29,0.674,not_as_described,14,112.72,1,0.89,0.275,not_inspected,0,resell
m_7,a87a88b5-95bd-4a25-ad79-d5461ce65075,home,22.06,1.089,defective,8,40.34,0,1.6,0.146,damaged,0,recycle
m_1,ea6008c4-4c0e-4770-8ade-6f01a76b285f,home,89.57,0.35,defective,2,41.65,0,0.82,0.082,ok,0,recycle
m_10,f5e194f4-2938-43f4-ac3a-689096934cca,electronics,435.74,1.235,defective,4,50.45,0,1.62,0.03,damaged,0,refurbish
m_17,0a8a82e9-7aad-407d-8c24-4d6bd06826f5,book,161.73,0.588,defective,9,29.82,1,1.61,0.046,not_inspected,0,refurbish
m_7,169eefe6-7264-4d6e-9f10-afad046be71e,electronics,324.44,1.003,late_delivery,5,76.71,2,1.54,0.031,damaged,0,refurbish
m_2,37db3434-47b3-4a4a-8c31-78a4519446f7,accessory,10.37,0.705,late_delivery,1,22.92,0,1.72,0.0,not_inspected,0,donate
m_2,8e910efd-1d83-4628-b25e-423873d060e5,home,43.66,0.592,size_issue,1,10.66,0,1.71,0.205,ok,0,resell
m_3,6ee4abd3-a197-4d78-9304-f79a72b8e48d,home,50.09,0.774,defective,2,71.18,0,0.83,0.134,not_inspected,0,recycle
m_17,480960f2-c53e-4762-af54-8cedc9d8c5d7,home,26.64,0.44,changed_mind,16,24.75,0,0.96,0.05,not_inspected,0,returnless
m_11,71f97b0b-6bef-49f5-b912-71e5ad6fc312,home,88.01,1.174,defective,1,54.59,0,0.82,0.283,ok,0,recycle
m_4,e9aaab2e-a8d1-4a49-b64a-31db394b69e6,clothing,37.35,0.816,late_delivery,0,15.62,0,0.76,0.031,ok,0,recycle
m_16,9457bc98-281d-4a41-90d0-bacf7092d2e0,home,80.68,2.006,late_delivery,1,98.17,0,0.57,0.099,ok,0,resell
m_17,344c3635-5cd2-442d-812e-13b82053ce13,home,82.28,1.089,changed_mind,17,71.43,1,1.44,0.094,not_inspected,0,recycle
m_1,5a797055-fa94-4255-9937-8dc6adf98b6c,electronics,78.02,1.171,not_as_described,4,60.75,0,1.11,0.036,not_inspected,0,recycle
m_11,91ba25cb-407d-435b-b31c-271e4246e46f,electronics,358.4,0.976,changed_mind,2,56.24,0,0.62,0.427,not_inspected,0,refurbish
m_16,ecf7a233-cb33-46d5-9b44-5045fcb7a60c,book,105.11,0.98,size_issue,3,13.41,0,1.98,0.005,not_inspected,0,resell
m_3,df788dd8-96d5-4542-8a00-3be1e982a723,book,63.21,0.586,late_delivery,8,50.67,0,1.32,0.008,not_inspected,0,resell
m_15,be7898d3-6a7e-499e-8079-835a85f0c186,accessory,42.1,0.669,defective,0,53.22,1,1.05,0.073,not_inspected,0,recycle
m_17,3563345f-99ae-4dc0-a719-cf86c27fecf8,electronics,218.69,1.173,changed_mind,7,51.56,1,1.13,0.085,damaged,0,refurbish
m_4,27cbab0a-bf14-493a-b2ea-23b8dac07458,accessory,55.65,0.658,not_as_described,3,49.7,0,1.81,0.114,not_inspected,0,resell
m_17,70dbc109-2107-439c-a04c-f72d13b62667,book,59.85,0.454,defective,1,23.63,0,1.19,0.095,not_inspected,0,recycle
m_17,9d268d09-efd8-4904-8ca4-88f014bd5446,book,44.16,0.491,changed_mind,11,19.74,0,1.88,0.04,missing_parts,0,returnless
m_19,d920769c-528a-461f-8125-ebd875754720,book,58.59,0.71,defective,5,41.82,0,0.52,0.08,not_inspected,0,recycle
m_19,5738bc2d-c9fa-41ec-b639-25d160ea7266,book,129.97,0.513,changed_mind,6,55.1,0,1.19,0.356,not_inspected,0,resell
m_6,7c53beb0-7184-4f52-8191-b98d1680b3ca,accessory,58.17,0.665,not_as_described,8,65.5,0,0.6,0.23,ok,0,resell
m_2,c158e779-2e2e-4d57-b0df-ba48a2fc012e,book,232.82,1.223,defective,0,46.86,0,1.73,0.196,not_inspected,0,refurbish
m_18,f2a9d821-a182-4533-8a9c-02b788466c44,home,62.26,0.991,defective,16,16.86,0,0.72,0.039,not_inspected,0,recycle
